Id,Title,Description,Event Type,Event Date,Reported By,Received Date,Latitude,Longitude,City,State,Airport,Region,Reporting Facility,Aircraft Type,Departure,Arrival,Diverted To,POB,Injury Type,Injuries Minor,Injuries Serious,Fatalities,Injuries Unknown,Uninjured,POB Unknown,Damage Type,MessageText,MessageText,,,,,,,
556914,"MEDICAL EMERGENCY - PASSENGER | AAL1094 | DALLAS-FORT WORTH, TX (DFW) 01-10-2019 2219Z",,MEDICAL EMERGENCY - PASSENGER,1/10/2019 22:19,,,32.89723206,-97.03769684,DALLAS-FORT WORTH,TX,DFW,ASW,DFW ATCT,A321,,,,,Unknown,,,,,,0,Not Reported,"DALLAS-FORT WORTH, TX (DFW)",", A321, DECLARED AN EMERGENCY DUE TO A PASSENGER HAVING SEIZURES. THE FLIGHT LANDED AT 1619C. 01/10/2019 2219Z",,,,,,,
556915,"BIRD/WILDLIFE STRIKE | HAL221 | HILO, HI (ITO) 01-10-2019 2205Z",,BIRD/WILDLIFE STRIKE,1/10/2019 22:05,,,19.72026253,-155.0484772,HILO,HI,ITO,AWP,MOR/ITO @ 1412 PST,B712,,,,,Unknown,,,,,,0,Not Reported,"HILO, HI (ITO)","B712, PILOT REPORTED A BIRD STRIKE DURING THE AIRCRAFT WALK-AROUND AFTER LANDING. NO DAMAGE TO THE AIRCRAFT OR EFFECT ON FLIGHT. DAMAGE",,,,,,,
556916,"AIR CARRIER OR TAXI ACCIDENT/INCIDENT | JIA5663 | WASHINGTON, DC (IAD) 01-10-2019 2052Z",,AIR CARRIER OR TAXI ACCIDENT/INCIDENT,1/10/2019 20:52,,,38.94744492,-77.45994568,WASHINGTON,DC,IAD,AEA,IAD,CRJ2,DCA,CLE,IAD,,Unknown,,,,,,1,Not Reported,"WASHINGTON, DC (IAD)",", CRJ2, DCA-CLE, DECLARED AN EMERGENCY DUE TO A CRACKED WINDSHIELD CAUSED BY A BIRD STRIKE ON DEPARTURE. AIRCRAFT DIVERTED TO IAD, LANDED RUNWAY 30 AND TAXIED TO THE GATE WITHOUT INCIDENT. POB",, EXTENT UNKNOWN. 01/10/2019 2052Z,,,,,
556917,"UAS/DRONE INCIDENT | DCM6865 | MIAMI, FL 01-10-2019 2204Z",,UAS/DRONE INCIDENT,1/10/2019 22:04,,,25.9074173,-80.27822113,MIAMI,FL,,ASO,OPF,H25B,SIG,OPF,,,Unknown,,,,,,0,Not Reported,"MIAMI, FL",", H25B, SIG-OPF, OBSERVED A UAS AT 200 FEET 2 MILES EAST OF OPF. EVASIVE ACTION NOT REPORTED. MIAMI-DADE POLICE DEPARTMENT NOTIFIED. 01/10/2019 2204Z",,,,,,,
556930,"MEDICAL EMERGENCY - PASSENGER | NKS827 | FORT MYERS, FL (RSW) 01-10-2019 2315Z",,MEDICAL EMERGENCY - PASSENGER,1/10/2019 23:15,,,26.53616714,-81.7551651,FORT MYERS,FL,RSW,ASO,RSW,,,,,,,,,,,,,,"FORT MYERS, FL (RSW)","A320, BDL-RSW, REPORTED A PASSENGER MEDICAL EMERGENCY. AIRCRAFT LANDED WITHOUT INCIDENT. 01/10/2019 2315Z",,,,,,,
556931,"MILITARY OCCURRENCE | CUBE22 | SAN DIEGO, CA (NKX) 01-11-2019 0048Z",,MILITARY OCCURRENCE,1/11/2019 0:48,,,32.86853027,-117.1431885,SAN DIEGO,CA,NKX,AWP,MOR/ZLA @ 1705 PST,F22,,,,,Unknown,,,,,,0,Not Reported,"SAN DIEGO, CA (NKX)","F22, PILOT REPORTED ENGINE PROBLEMS. RETURNED TO KNKX. NO ASSISTANCE REQUESTED. 01/11/2019 0048Z",,,,,,,
556932,"GENERAL AVIATION ACCIDENT/INCIDENT | N2391S | PORT LAVACA, TX (PKV) 01-10-2019 2250Z",,GENERAL AVIATION ACCIDENT/INCIDENT,1/10/2019 22:50,,,28.65330505,-96.682724,PORT LAVACA,TX,PKV,ASW,SAT FSDO,C210,UNKN,PKV,,2,Unknown,0,,,,,0,Not Reported,"PORT LAVACA, TX (PKV)","C210, UNKN-PKV, N2391S, C210, ACFT CRASHED SHORT OF CALHOUN COUNTY ARPT UNDER UNKN CIRCUMSTANCES. POB",,"EXTENT UNKN, ATC SERVICES", ZHU.  01/10/2019 2250Z,,,,
556933,"LASER EVENT | AIP1531 | BILLINGS, MT (BIL) 01-11-2019 0130Z",,LASER EVENT,1/11/2019 1:30,,,45.80784988,-108.543541,BILLINGS,MT,BIL,ANM,MOR/BIL @ 1733 PST,BE99,,,,,Unknown,,,,,,0,Not Reported,"BILLINGS, MT (BIL)",", BE99, ON A 4 MILE FINAL FOR RWY 25, REPORTED BEING FLASHED TWICE BY A GREEN LASER LIGHT. PILOT REPORTED THE LASER COMING FROM THE EXXON REFINERY. NO INJURIES REPORTED. BILLINGS PD NOTIFIED. 01/11/2019 0",130Z,,,,,,
556934,"MILITARY OCCURRENCE | SCARY85 | EDWARDS, CA (EDW) 01-11-2019 0229Z",,MILITARY OCCURRENCE,1/11/2019 2:29,,,34.90808868,-117.8855286,EDWARDS,CA,EDW,AWP,MOR/JCF @ 1842 PST,KC35,,,,,Unknown,,,,,,0,Not Reported,"EDWARDS, CA (EDW)",", KC35, OPERATING IN R2508 DUE TO OVERHEATING. CABIN DUCTING OVERHEATING AND MELTING. RTB TO EDW WITH 3 PERSONS ON BOARD AND 7+00 FUEL. EDW ATCT ADVISED AND AIRCRAFT LANDED SAFELY AT 0240. 01/11/2019 0229",Z,,,,,,
556947,"AIR CARRIER OR TAXI OCCURRENCE | JBU1145 | RICHMOND, VA (RIC) 01-11-2019 1145Z",,AIR CARRIER OR TAXI OCCURRENCE,1/11/2019 11:45,,,37.50518036,-77.3197403,RICHMOND,VA,RIC,AEA,RIC,A320,RIC,FLL,,,Unknown,,,,,,0,Not Reported,"RICHMOND, VA (RIC)",", A320, RIC-FLL, ABORTED TAKEOFF DUE TO AN UNSPECIFIED ENGINE ISSUE. AIRCRAFT TAXIED BACK TO THE RAMP. 01/11/2019 1145Z",,,,,,,
556948,"MEDICAL EMERGENCY - PASSENGER | ASA72 | WASHINGTON, DC (IAD) 01-11-2019 1226Z",,MEDICAL EMERGENCY - PASSENGER,1/11/2019 12:26,,,38.94744492,-77.45994568,WASHINGTON,DC,IAD,AEA,ZDC,B739,LAX,JFK,IAD,,Unknown,,,,,,0,Not Reported,"WASHINGTON, DC (IAD)","B739, LAX-JFK, DIVERTED TO IAD DUE TO A PASSENGER MEDICAL EMERGENCY. AIRCRAFT LANDED WITHOUT INCIDENT. 01/11/2019 1226Z",,,,,,,
556964,"AIR CARRIER OR TAXI OCCURRENCE | HYP001 | FORT LAUDERDALE, FL (FLL) 01-11-2019 1458Z",,AIR CARRIER OR TAXI OCCURRENCE,1/11/2019 14:58,,,26.07166672,-80.14969635,FORT LAUDERDALE,FL,FLL,ASO,FLL,GLEX,,,,,Unknown,,,,,,0,Not Reported,"FORT LAUDERDALE, FL (FLL)","GLEX, ABORTED TAKEOFF DUE TO AN UNSPECIFIED INDICATION AND TAXIED TO THE RAMP. 01/11/2019 1458Z",,,,,,,
556966,"PILOT DEVIATION - SURFACE | N63895 | COLUMBUS, GA (CSG) 01-06-2019 1741Z",,PILOT DEVIATION - SURFACE,1/6/2019 17:41,,,32.51633453,-84.93885803,COLUMBUS,GA,CSG,ASO,CSG,PA23,,,,,Unknown,,,,,,0,Not Reported,"COLUMBUS, GA (CSG)","EVIATION REPORTED BY CSG WHEN N63895, PA23, ENTERED RUNWAY 6 WITHOUT AUTHORIZATION. NO LOSS OF SEPARATION. 01/06/2019 1741Z",,,,,,,
556967,"BIRD/WILDLIFE STRIKE | SKW5374 | LOS ANGELES, CA (LAX) 01-11-2019 1520Z",,BIRD/WILDLIFE STRIKE,1/11/2019 15:20,,,33.94249344,-118.4080505,LOS ANGELES,CA,LAX,AWP,MOR/LAX @ 0725 PST,E75L,,,,,Unknown,,,,,,0,Not Reported,"LOS ANGELES, CA (LAX)",", E75L, BIRD STRIKE ON 3 MILE FINAL FOR RUNWAY 24R. AIRCRAFT LANDED WITHOUT INCIDENT; NO DAMAGE. DAMAGE",,,,,,,
556980,"PILOT DEVIATION - SURFACE | DAL2888 | DETROIT, MI (DTW) 01-07-2019 0137Z",,PILOT DEVIATION - SURFACE,1/7/2019 1:37,,,42.331427,-83.0457538,DETROIT,MI,DTW,AGL,DTW ATCT,B739,,,,,Unknown,,,,,,0,Not Reported,"DETROIT, MI (DTW)","EVIATION REPORTED BY DTW ATCT WHEN DAL2888, B739, ENTERED TWY U & TWY B WITHOUT ATC AUTHORIZATION. NO LOSS OF SEPARATION. 01/07/2019 0137Z",,,,,,,
556981,"GENERAL AVIATION OCCURRENCE | N50AE | SAVANNAH, GA (SAV) 01-11-2019 1807Z",,GENERAL AVIATION OCCURRENCE,1/11/2019 18:07,,,32.12758255,-81.20214081,SAVANNAH,GA,SAV,ASO,SAV,H25B,,,,,Unknown,,,,,,0,Not Reported,"SAVANNAH, GA (SAV)","H25B, DECLARED AN EMERGENCY AND DIVERTED TO SAV DUE TO NO.1 ENGINE FAILURE. AIRCRAFT LANDED WITHOUT INCIDENT AND TAXIED TO THE RAMP. 01/11/2019 1807Z",,,,,,,
556983,"MILITARY OCCURRENCE | PACK52 | PORTSMOUTH, NH (PSM) 01-11-2019 1928Z",,MILITARY OCCURRENCE,1/11/2019 19:28,,,43.07794571,-70.82328033,PORTSMOUTH,NH,PSM,ANE,ZBW,KC35,,,,,Unknown,,,,,,0,Not Reported,"PORTSMOUTH, NH (PSM)","KC35, DECLARED AN EMERGENCY DUE TO NAVIGATIONAL EQUIPMENT ISSUES. AIRCRAFT LANDED WITHOUT INCIDENT. 01/11/2019 1928Z",,,,,,,
556984,"UAS/DRONE INCIDENT | N941JS | WEST PALM BEACH, FL 01-11-2019 1835Z",,UAS/DRONE INCIDENT,1/11/2019 18:35,,,26.6831665,-80.09558105,WEST PALM BEACH,FL,,ASO,PBI,C680,,,,,Unknown,,,,,,0,Not Reported,"WEST PALM BEACH, FL","C680, OBSERVED A BLUE AND WHITE UAS AT 1,800 FEET 6 MILES WEST OF PBI. NO EVASIVE ACTION TAKEN. PALM BEACH SHERIFF NOTIFIED. 01/11/2019 1835Z",,,,,,,
556570,"GENERAL AVIATION OCCURRENCE | N4847G | DENVER, CO (FTG) 01-07-2019 1950Z",,GENERAL AVIATION OCCURRENCE,1/7/2019 19:50,,,39.78419876,-104.5376205,DENVER,CO,FTG,ANM,MOR/FTG @ 1153 PST,C172,FTG,,,,Unknown,,,,,,0,Not Reported,"DENVER, CO (FTG)","C172, FTGABORTED TAKEOFF DUE TO INADEQUATE POWER. 01/07/2019 1950Z",,,,,,,
556577,"AIR CARRIER OR TAXI OCCURRENCE | GJS6201 | DETROIT, MI (DTW) 01-07-2019 2055Z",,AIR CARRIER OR TAXI OCCURRENCE,1/7/2019 20:55,,,42.21244431,-83.35338593,DETROIT,MI,DTW,AGL,D21,CRJ7,PVD,DTW,,,Unknown,,,,,,0,Not Reported,"DETROIT, MI (DTW)",", CRJ7, PVD-DTW, PILOT DECLARED AN EMERGENCY DUE TO FLIGHT MANAGEMENT SYSTEM ERROR. PILOT ELECTED TO CONTINUE TO DTW AND LANDED W/O INCIDENT . PILOT REQUESTED NO ASSISTANCE. 01/07/2019 2055Z",,,,,,,
556584,"GENERAL AVIATION OCCURRENCE | DKT4570 | WACO, TX (ACT) 01-07-2019 2005Z",,GENERAL AVIATION OCCURRENCE,1/7/2019 20:05,,,31.61219406,-97.23030853,WACO,TX,ACT,ASW,ACT,SW4,RBD,MFE,RBD,,Unknown,,,,,,0,Not Reported,"WACO, TX (ACT)",", SW4, RBD-MFE, ACFT DEPARTED AND RETURNED TO RBD DUE TO AN ELEVATOR TRIM FAILURE. ACFT LANDED W/O INCIDENT. 01/07/2019 2005Z",,,,,,,
556586,"AIR CARRIER OR TAXI OCCURRENCE | AAL1307 | MIAMI, FL (MIA) 01-07-2019 2149Z",,AIR CARRIER OR TAXI OCCURRENCE,1/7/2019 21:49,,,25.79536057,-80.29010773,MIAMI,FL,MIA,ASO,ZMA,B763,MIA,LIMA,MIA,,Unknown,,,,,,0,Not Reported,"MIAMI, FL (MIA)",", B763, MIA-LIMA, DECLARED AN EMERGENCY AND RETURNED TO MIA DUE TO A FLAP ISSUE. AIRCRAFT LANDED WITHOUT INCIDENT. 01/07/2019 2149Z",,,,,,,
556593,"AIR CARRIER OR TAXI OCCURRENCE | WSN4 | HAWTHORNE, CA (HHR) 01-07-2019 2325Z",,AIR CARRIER OR TAXI OCCURRENCE,1/7/2019 23:25,,,33.92284012,-118.3351898,HAWTHORNE,CA,HHR,AWP,MOR/HHR @ 1532PST,B350,,,,,Unknown,,,,,,0,Not Reported,"HAWTHORNE, CA (HHR)","350, WSN4 (WINGSPAN AIR FORMERLY DBA SURF AIR) ABORTED TAKEOFF DUE TO MECHANICAL LIGHT. 01/07/2019 2325Z",,,,,,,
556595,"MEDICAL EMERGENCY - PASSENGER | VIR11B | BOSTON, MA (BOS) 01-07-2019 2350Z",,MEDICAL EMERGENCY - PASSENGER,1/7/2019 23:50,,,42.36294556,-71.0063858,BOSTON,MA,BOS,ANE,BOS,A333,EGLL,BOS,,,Unknown,,,,,,0,Not Reported,"BOSTON, MA (BOS)","A333, EGLL-BOS, REPORTED A PASSENGER MEDICAL EMERGENCY. AIRCRAFT LANDED WITHOUT INCIDENT. 01/07/2019 2350Z",,,,,,,
557103,"GENERAL AVIATION OCCURRENCE | N54DD | SAN DIEGO, CA (SAN) 01-12-2019 1755Z",,GENERAL AVIATION OCCURRENCE,1/12/2019 17:55,,,32.73355484,-117.1896668,SAN DIEGO,CA,SAN,AWP,MOR/SAN @ 1016 PST,C560,,,,,Unknown,,,,,,0,Not Reported,"SAN DIEGO, CA (SAN)","C560, DISABLED ON RWY 09/27 DUE TO BLOWN TIRE ON LANDING; RWY CLOSED @ 1755Z FOR REMOVAL, REOPENED @ 1825Z AND RESUMED NORMAL OPERATIONS... 01/12/2019 1755Z",,,,,,,
557105,"GENERAL AVIATION ACCIDENT/INCIDENT | N6872U | TEXARKANA, AR (TXK) 01-12-2019 1824Z",,GENERAL AVIATION ACCIDENT/INCIDENT,1/12/2019 18:24,,,33.45372391,-93.99102783,TEXARKANA,AR,TXK,ASW,TXK,M20P,,,,1,Unknown,,,,,,0,Not Reported,"TEXARKANA, AR (TXK)","M20P, GEAR UP LANDING RWY 31. POB",, EXTENT UNKNOWN. 01/12/2019 1824Z,,,,,
557110,"GENERAL AVIATION OCCURRENCE | N5133K | READING, PA (RDG) 01-12-2019 1900Z",,GENERAL AVIATION OCCURRENCE,1/12/2019 19:00,,,40.37850189,-75.96524811,READING,PA,RDG,AEA,RDG,C172,RDG,ABE,RDG,,Unknown,,,,,,0,Not Reported,"READING, PA (RDG)","C172, RDG-ABE, DEPARTED RUNWAY 31 AND DECLARED AN EMERGENCY DUE TO SMOKE IN THE COCKPIT. AIRCRAFT RETURNED, LANDED RUNWAY 18 AND WAS TOWED TO THE RAMP WITHOUT INCIDENT. 01/12/2019 1900Z",,,,,,,
557112,"MEDICAL EMERGENCY - PASSENGER | SWA2177 | ORLANDO, FL (MCO) 01-12-2019 2001Z",,MEDICAL EMERGENCY - PASSENGER,1/12/2019 20:01,,,28.42938805,-81.30899811,ORLANDO,FL,MCO,ASO,MCO,B737,MCO,OMA,,,Unknown,,,,,,0,Not Reported,"ORLANDO, FL (MCO)",", B737, MCO-OMA, REPORTED A PASSENGER MEDICAL EMERGENCY WHILE AT THE GATE. 01/12/2019 2001Z",,,,,,,
557119,"GENERAL AVIATION ACCIDENT - FATAL | N800KE | LANGLEY, WA (W10) 01-12-2019 1915Z",,GENERAL AVIATION ACCIDENT - FATAL,1/12/2019 19:15,,,48.01751328,-122.4377289,LANGLEY,WA,W10,ANM,ISLAND CNTY DISP/SGT CROWNOVER @ 1140PST,RV8A,W10,,,2,Unknown,,1,1,,,0,Not Reported,"LANGLEY, WA (W10)","RV8A, W10SUBJ OF ALNOT; ACFT CRASHED INTO WOODED AREA ON DPRTR W10; NO ATC SVCS RPTD; WX UNKN; CIRC UNKN POB",, SUBSTANTIAL. 01/12/2019 1915Z,,,,,
557121,"UAS/DRONE INCIDENT | ASA1297 | SAN DIEGO, CA (SAN) 01-12-2019 2122Z",,UAS/DRONE INCIDENT,1/12/2019 21:22,,,32.73355484,-117.1896668,SAN DIEGO,CA,SAN,AWP,MOR/SAN @ 1356 PST,A320,,,,,Unknown,,,,,,0,Not Reported,"SAN DIEGO, CA (SAN)",", A320, LOS CABOS, MEXICO (MMSD) - SAN, REPORTED A UAS OFF LEFT SIDE AND 200 FEET BELOW WHILE W BOUND AT 300 FEET SHORT FINAL RUNWAY 27. NO EVASIVE ACTION TAKEN. AIR TRAFFIC CONTROLLER OBSERVED THE UAS AN",D ADVISED IT WAS A WHITE QUAD-COPTER. SAN DIEGO HARBOR PD NOTIFIED 619-223-1133. 01/12/2019 2122Z,,,,,,
557128,"GENERAL AVIATION ACCIDENT/INCIDENT | N813WT | UVALDE, TX (01TX) 01-12-2019 1730Z",,GENERAL AVIATION ACCIDENT/INCIDENT,1/12/2019 17:30,,,29.46147728,-100.114296,UVALDE,TX,01TX,ASW,NTSB,CL60,UNKN,01TX,,9,Unknown,,,,,9,0,Not Reported,"UVALDE, TX (01TX)","CL60, UNKN-01TX, AFTER LANDING RWY 35 AIRCRAFT WENT OFF THE RIGHT SIDE OF THE RWY INTO A DITCH & THROUGH A FENCE, DAMAGING GEAR. ZHU PROVIDED IFR SVCS. POB",, SUBSTANTIAL. 01/12/2019 1730Z,,,,,
557130,"AIR CARRIER OR TAXI OCCURRENCE | JBU1023 | WASHINGTON, DC (DCA) 01-13-2019 0016Z",,AIR CARRIER OR TAXI OCCURRENCE,1/13/2019 0:16,,,38.85144424,-77.03771973,WASHINGTON,DC,DCA,AEA,DCA,E190,DCA,MCO,,,Unknown,,,,,,0,Not Reported,"WASHINGTON, DC (DCA)",", E190, DCA-MCO, CANCELLED TAKEOFF CLEARANCE DUE TO AN UNSPECIFIED ISSUE. AIRCRAFT DEPARTED WITHOUT INCIDENT. 01/13/2019 0016Z",,,,,,,
557135,"AIR CARRIER OR TAXI OCCURRENCE | LOF4602 | AKRON, OH (CAK) 01-13-2019 0210Z",,AIR CARRIER OR TAXI OCCURRENCE,1/13/2019 2:10,,,40.91505432,-81.44364166,AKRON,OH,CAK,AGL,CAK,E145,CAK,ORD,,,Unknown,,,,,,0,Not Reported,"AKRON, OH (CAK)",", E145, CAK-ORD, PILOT ABORTED TAKEOFF DUE TO A BRAKING DEGRADATION MESSAGE. NO ASSISTANCE REQUESTED. ACFT TAXIED BACK TO RAMP. 01/13/2019 0210Z",,,,,,,
557137,"MEDICAL EMERGENCY - PASSENGER | UAL510 | NEWARK, NJ (EWR) 01-13-2019 0250Z",,MEDICAL EMERGENCY - PASSENGER,1/13/2019 2:50,,,40.69247818,-74.16868591,NEWARK,NJ,EWR,AEA,EWR,B752,LAX,EWR,,,Unknown,,,,,,0,Not Reported,"NEWARK, NJ (EWR)","B752, LAX-EWR, LANDED SAFELY WITH A PASSENGER MEDICAL EMERGENCY. 01/13/2019 0250Z",,,,,,,
557144,"MEDICAL EMERGENCY - PASSENGER | UAL1914 | SAN JUAN, PUERTO RICO (SJU) 01-13-2019 0928Z",,MEDICAL EMERGENCY - PASSENGER,1/13/2019 9:28,,,18.43939781,-66.00213623,SAN JUAN,PUERTO RICO,SJU,ASO,ZSU,B739,IAH,SJU,,,Unknown,,,,,,0,Not Reported,"SAN JUAN, PUERTO RICO (SJU)",", B739, IAH-SJU, LANDED AFTER REPORTING A PASSENGER MEDICAL EMERGENCY. 01/13/2019 0928Z",,,,,,,
557146,"AIR CARRIER OR TAXI ACCIDENT/INCIDENT | DAL1708 | COVINGTON, KY (CVG) 01-13-2019 1041Z",,AIR CARRIER OR TAXI ACCIDENT/INCIDENT,1/13/2019 10:41,,,39.04883575,-84.66782379,COVINGTON,KY,CVG,ASO,CVG,B739,LAS,CVG,,126,Unknown,,,,,,0,Not Reported,"COVINGTON, KY (CVG)",", B739, LAS-CVG, TAXIED INTO THE GRASS WHILE ATTEMPTING TO TAXI FROM TAXIWAY K ONTO THE RAMP AT SPOT NO. 7. PASSENGERS DISEMBARKED ON THE TAXIWAY AND WERE TRANSPORTED TO THE TERMINAL. POB",, EXTENT UNKNOWN. 01/13/2019 1041Z,,,,,
556600,"AIR CARRIER OR TAXI OCCURRENCE | LYM428 | DENVER, CO (APA) 01-08-2019 0144Z",,AIR CARRIER OR TAXI OCCURRENCE,1/8/2019 1:44,,,39.57012939,-104.8493042,DENVER,CO,APA,ANM,MOR/APA @ 1756 PST,SW4,,,,,Unknown,,,,,,0,Not Reported,"DENVER, CO (APA)","SW4, RETURNED TO APA WITH A GEAR INDICATOR LIGHT, LWOI. 01/08/2019 0144Z",,,,,,,
556602,"LASER EVENT | N54678 | EL MONTE, CA (EMT) 01-08-2019 0150Z",,LASER EVENT,1/8/2019 1:50,,,34.08600998,-118.0348434,EL MONTE,CA,EMT,AWP,MOR/EMT @ 1808 PST,C172,,,,,Unknown,,,,,,0,Not Reported,"EL MONTE, CA (EMT)","C172, COCKPIT WAS ILLUMINATED BY A GREEN LASER FROM THE LEFT SIDE WHILE HEADING SOUTHBOUND A T 2,100 FEET 2 S EL MONTE ARPT. NO INJURIES REPORTED. EL MONTE PD NOTIFIED AT 626-580-2100. 01/08/2019 0150Z",,,,,,,
556609,"MEDICAL EMERGENCY - PASSENGER | UAL1115 | PHOENIX, AZ (PHX) 01-08-2019 0305Z",,MEDICAL EMERGENCY - PASSENGER,1/8/2019 3:05,,,33.43427658,-112.0115814,PHOENIX,AZ,PHX,AWP,MOR/P50 @ 1916PST,A319,IAH,PHX,,,Unknown,,,,,,0,Not Reported,"PHOENIX, AZ (PHX)",", A319, IAH-PHX, REPORTED AN EMERGENCY ON BOARD WITH A PASSENGER HAVING A SEVERE NUT ALLERGY REACTION (AGE/SEX OF PAX UNKN). ALL APPROPRIATE COORDINATION WAS COMPLETED AND THE AIRCRAFT WAS GIVEN PRIORITY",HANDLING TO RWY 25R; UNKN IF MEDIC ASST ON BOARD; MEDICS RQSTD MET ACFT 01/08/2019 0305Z,,,,,,
556611,"AIR CARRIER OR TAXI OCCURRENCE | SKW5725 | LOS ANGELES, CA (LAX) 01-08-2019 0340Z",,AIR CARRIER OR TAXI OCCURRENCE,1/8/2019 3:40,,,33.94249344,-118.4080505,LOS ANGELES,CA,LAX,AWP,MOR/LAX @ 1945 PST,CRJ2,,,,,Unknown,,,,,,0,Not Reported,"LOS ANGELES, CA (LAX)",", CRJ2, ABORTED TAKEOFF DUE TO A WARNING LIGHT, LATER RETURNED FOR DEPARTURE. 01/08/2019 0340Z",,,,,,,
556618,"LASER EVENT | DAL792 | SAN FRANCISCO, CA (SFO) 01-08-2019 0521Z",,LASER EVENT,1/8/2019 5:21,,,37.61880493,-122.3754196,SAN FRANCISCO,CA,SFO,AWP,WOC/TXT @ 2134PST,B739,ATL,SFO,,,Unknown,,,,,,0,Not Reported,"SAN FRANCISCO, CA (SFO)","B739, WAS ILLUMINATED BY A GREEN LASER ON RIGHT SIDE WHILE NW BOUND AT 5,000 FEET 15 N SAN FRANCISCO. NO INJURIES REPORTED. ALAMEDA SHERIFF NOTIFIED AT 510-667-7721 01/08/2019 0521Z",,,,,,,
556620,"LASER EVENT | SCX8656 | SAN JOSE, CA (SJC) 01-08-2019 0604Z",,LASER EVENT,1/8/2019 6:04,,,37.36299133,-121.9286194,SAN JOSE,CA,SJC,AWP,MOR/NCT @ 2302PST,B738,MSP,SJC,,,Unknown,,,,,,0,Not Reported,"SAN JOSE, CA (SJC)",", B738, ILLUMINATED BY A GREEN LASER ON LEFT SIDE WHILE W BOUND AT 9,000 FEET 25 SSE SAN JOSE. NO INJURIES REPORTED. SANTA CRUZ COUNTY SHERIFF NOTIFIED AT 831-471-1170 01/08/2019 0604Z",,,,,,,
557155,"GENERAL AVIATION OCCURRENCE | N6828Q | BATON ROUGE, LA (BTR) 01-13-2019 1427Z",,GENERAL AVIATION OCCURRENCE,1/13/2019 14:27,,,30.4514677,-91.1871466,BATON ROUGE,LA,BTR,ASW,BTR MOR,BE35,,,,,Unknown,,,,,,0,Not Reported,"BATON ROUGE, LA (BTR)","BE35, HAD A DOOR POP OPEN AS HE TOOK OFF. ABORTED TAKEOFF, CLOSED DOOR, TAXIED BACK TO RUNWAY FOR DEPARTURE. 01/13/2019 1427Z",,,,,,,
557160,"AIR CARRIER OR TAXI OCCURRENCE | SWA3053 | DENVER, CO (DEN) 01-13-2019 1451Z",,AIR CARRIER OR TAXI OCCURRENCE,1/13/2019 14:51,,,39.86166763,-104.6731644,DENVER,CO,DEN,ANM,MOR/D01 @ 0653PST,B738,DEN ,MDW ,DEN ,,Unknown,,,,,,0,Not Reported,"DENVER, CO (DEN)",", B738, DEN -MDW , DEPARTED DEN FOR MDW. THE AIRCRAFT WAS IN ZDV AIRSPACE WHEN THEY HAD TO RETURN TO DEN WITH A HYDRAULIC ISSUE. NON-EMERGENCY. LANDED AT 1451Z ON 16R NO ISSUES. 01/13/2019 1451Z",,,,,,,
557169,"MILITARY OCCURRENCE | REAPR51 | FORT WORTH, TX (AFW) 01-13-2019 1747Z",,MILITARY OCCURRENCE,1/13/2019 17:47,,,32.99038696,-97.31944275,FORT WORTH,TX,AFW,ASW,AFW MOR,T38/A,,,,,Unknown,,,,,,0,Not Reported,"FORT WORTH, TX (AFW)",", T38/A, ABORTED TAKE OFF DUE TO ""ENGINES NEEDING MORE TO SPOOL UP"". REAPR51 LATER DEPARTED W/O FURTHER INCIDENT AND NO ASSISTANCE REQUIRED. 01/13/2019 1747Z",,,,,,,
557171,"AIR CARRIER OR TAXI OCCURRENCE | RO7492J | MESA, AZ (FFZ) 01-13-2019 1820Z",,AIR CARRIER OR TAXI OCCURRENCE,1/13/2019 18:20,,,33.4608345,-111.7283325,MESA,AZ,FFZ,AWP,MOR/FFZ @ 1031PST,PA28R,,,,,Unknown,,,,,,0,Not Reported,"MESA, AZ (FFZ)",", PA28R, REPORTED 10NM NE OF FFZ WITH LOCKED BRAKES. A/C ENTERED LEFT TRAFFIC FOR RWY 4R. A/C LANDED SAFELY RWY 4R WITH NO ISSUES 01/13/2019 1820Z",,,,,,,
557178,"AIR CARRIER OR TAXI OCCURRENCE | SKW5243 | SAN FRANCISCO, CA (SFO) 01-13-2019 1937Z",,AIR CARRIER OR TAXI OCCURRENCE,1/13/2019 19:37,,,37.61880493,-122.3754196,SAN FRANCISCO,CA,SFO,AWP,MOR/SFO @ 1150 PST,CRJ2,SFO,GEG,,,Unknown,,,,,,0,Not Reported,"SAN FRANCISCO, CA (SFO)",", CRJ2, SFO-GEG, ABORTED TAKEOFF RWY01R. PIC REPORTED THAT THE AIRCRAFT WAS PULLING TO THE RIGHT WHEN THEY CAME UP ON THE POWER AND BEGAN TAKEOFF ROLL. SKW5243 EXITED THE RUNWAY TO TROUBLESHOOT AND EVENTU",ALLY RETURNED TO THE GATE. 01/13/2019 1937Z,,,,,,
557180,"GENERAL AVIATION OCCURRENCE | N67760 | NORTH BEND, OR (OTH) 01-13-2019 1803Z",,GENERAL AVIATION OCCURRENCE,1/13/2019 18:03,,,43.4169426,-124.2470245,NORTH BEND,OR,OTH,ANM,MOR/OTH @ 1152 PST,C152,,,,,Unknown,,,,,,0,Not Reported,"NORTH BEND, OR (OTH)","C152, ROUGH RUNNING ENGINE, LWOI. 01/13/2019 1803Z",,,,,,,
